cell,block,fingerprint,cachedValue,dependencySheets,classificationReasons,formula,normalizedFormula
Z34,UNCLASSIFIED,e3b0c44298fc1c149afb,3.5900000000000003,,,,
AA34,UNCLASSIFIED,e3b0c44298fc1c149afb,0.01,,,,
A35,UNCLASSIFIED,e3b0c44298fc1c149afb,1,,,,
D35,UNCLASSIFIED,e3b0c44298fc1c149afb,C250,,,,
H35,UNCLASSIFIED,e3b0c44298fc1c149afb,250,,,,
I35,UNCLASSIFIED,e3b0c44298fc1c149afb,350,,,,
J35,UNCLASSIFIED,e3b0c44298fc1c149afb,Đài 1 cọc,,,,
K35,UNCLASSIFIED,e3b0c44298fc1c149afb,304.34782608695656,,,,
L35,UNCLASSIFIED,e3b0c44298fc1c149afb,1.0775115441803691,,,,
M35,UNCLASSIFIED,e3b0c44298fc1c149afb,OK,,,,
N35,JOIN,df342480cfd1e9f94067,3320,Point Coordinates,POINT COORDINATES | RD | VLOOKUP,"VLOOKUP(C35,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O35,JOIN,49309262070579ea9998,490,Point Coordinates,POINT COORDINATES | RD | VLOOKUP,"VLOOKUP(C35,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V35,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
W35,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
X35,UNCLASSIFIED,e3b0c44298fc1c149afb,0.92806430279192065,,,,
Y35,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
Z35,UNCLASSIFIED,e3b0c44298fc1c149afb,2.84,,,,
AA35,UNCLASSIFIED,e3b0c44298fc1c149afb,0.01,,,,
A36,UNCLASSIFIED,e3b0c44298fc1c149afb,1,,,,
D36,UNCLASSIFIED,e3b0c44298fc1c149afb,C250,,,,
H36,UNCLASSIFIED,e3b0c44298fc1c149afb,250,,,,
I36,UNCLASSIFIED,e3b0c44298fc1c149afb,350,,,,
J36,UNCLASSIFIED,e3b0c44298fc1c149afb,Đài 1 cọc,,,,
K36,UNCLASSIFIED,e3b0c44298fc1c149afb,304.34782608695656,,,,
L36,UNCLASSIFIED,e3b0c44298fc1c149afb,1.0710487877320189,,,,
M36,UNCLASSIFIED,e3b0c44298fc1c149afb,OK,,,,
N36,JOIN,df342480cfd1e9f94067,1980,Point Coordinates,POINT COORDINATES | RD | VLOOKUP,"VLOOKUP(C36,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O36,JOIN,49309262070579ea9998,460,Point Coordinates,POINT COORDINATES | RD | VLOOKUP,"VLOOKUP(C36,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V36,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
W36,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
X36,UNCLASSIFIED,e3b0c44298fc1c149afb,0.933664284441732,,,,
Y36,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
Z36,UNCLASSIFIED,e3b0c44298fc1c149afb,1.5,,,,
AA36,UNCLASSIFIED,e3b0c44298fc1c149afb,-0.02,,,,
A37,UNCLASSIFIED,e3b0c44298fc1c149afb,1,,,,
D37,UNCLASSIFIED,e3b0c44298fc1c149afb,C250,,,,
H37,UNCLASSIFIED,e3b0c44298fc1c149afb,250,,,,
I37,UNCLASSIFIED,e3b0c44298fc1c149afb,350,,,,
J37,UNCLASSIFIED,e3b0c44298fc1c149afb,Đài 1 cọc,,,,
K37,UNCLASSIFIED,e3b0c44298fc1c149afb,304.34782608695656,,,,
L37,UNCLASSIFIED,e3b0c44298fc1c149afb,1.1032853247796355,,,,
M37,UNCLASSIFIED,e3b0c44298fc1c149afb,OK,,,,
N37,JOIN,df342480cfd1e9f94067,1230,Point Coordinates,POINT COORDINATES | RD | VLOOKUP,"VLOOKUP(C37,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O37,JOIN,49309262070579ea9998,460,Point Coordinates,POINT COORDINATES | RD | VLOOKUP,"VLOOKUP(C37,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V37,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
W37,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
X37,UNCLASSIFIED,e3b0c44298fc1c149afb,0.90638384970790298,,,,
Y37,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
Z37,UTILIZATION,28ac2bdd4846fc6e2a7f,0.75,,,"IF(N37<>"""",(N37-$N$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C14)/1000,1/0)"
AA37,UNCLASSIFIED,e3b0c44298fc1c149afb,-0.02,,,,
A38,UNCLASSIFIED,e3b0c44298fc1c149afb,1,,,,
D38,UNCLASSIFIED,e3b0c44298fc1c149afb,C250,,,,
H38,UNCLASSIFIED,e3b0c44298fc1c149afb,250,,,,
I38,UNCLASSIFIED,e3b0c44298fc1c149afb,350,,,,
J38,UNCLASSIFIED,e3b0c44298fc1c149afb,Đài 1 cọc,,,,
K38,UNCLASSIFIED,e3b0c44298fc1c149afb,304.34782608695656,,,,
L38,UNCLASSIFIED,e3b0c44298fc1c149afb,1.1122381201037872,,,,
M38,UNCLASSIFIED,e3b0c44298fc1c149afb,OK,,,,
N38,JOIN,df342480cfd1e9f94067,480,Point Coordinates,POINT COORDINATES | RD | VLOOKUP,"VLOOKUP(C38,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O38,JOIN,49309262070579ea9998,460,Point Coordinates,POINT COORDINATES | RD | VLOOKUP,"VLOOKUP(C38,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V38,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
W38,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
X38,UNCLASSIFIED,e3b0c44298fc1c149afb,0.89908804771651429,,,,
Y38,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
Z38,UNCLASSIFIED,e3b0c44298fc1c149afb,0,,,,
AA38,UNCLASSIFIED,e3b0c44298fc1c149afb,-0.02,,,,
V39,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W39,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X39,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y39,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z39,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA39,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V40,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W40,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X40,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y40,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z40,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA40,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V41,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W41,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X41,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y41,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z41,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA41,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V42,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W42,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X42,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y42,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z42,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA42,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V43,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W43,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X43,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y43,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z43,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA43,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V44,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W44,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X44,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y44,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z44,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA44,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V45,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W45,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X45,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y45,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z45,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA45,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V46,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W46,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X46,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y46,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z46,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA46,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V47,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W47,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X47,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y47,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z47,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA47,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V48,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W48,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X48,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y48,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z48,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA48,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V49,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W49,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X49,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y49,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z49,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA49,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V50,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W50,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X50,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y50,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z50,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA50,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V51,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W51,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X51,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y51,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z51,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA51,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V52,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W52,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X52,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y52,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z52,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA52,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V53,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W53,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X53,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y53,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z53,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA53,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V54,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W54,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X54,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y54,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z54,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA54,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V55,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W55,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X55,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y55,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z55,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA55,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V56,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W56,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X56,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y56,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z56,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA56,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V57,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W57,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X57,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y57,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z57,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA57,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V58,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W58,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X58,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y58,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z58,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA58,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V59,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W59,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X59,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y59,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z59,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA59,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V60,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W60,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X60,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y60,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z60,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA60,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V61,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W61,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X61,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y61,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z61,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA61,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V62,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W62,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X62,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y62,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z62,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA62,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V63,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W63,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X63,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y63,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z63,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA63,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V64,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W64,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X64,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y64,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z64,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA64,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V65,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W65,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X65,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y65,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z65,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA65,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V66,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W66,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X66,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y66,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z66,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA66,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V67,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W67,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X67,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y67,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z67,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA67,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V68,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W68,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X68,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y68,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z68,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA68,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V69,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W69,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X69,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y69,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z69,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA69,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V70,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W70,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X70,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y70,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z70,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA70,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V71,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W71,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X71,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y71,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z71,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA71,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V72,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W72,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X72,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y72,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z72,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA72,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V73,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W73,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X73,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y73,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z73,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA73,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V74,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W74,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X74,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y74,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z74,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA74,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V75,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W75,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X75,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y75,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z75,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA75,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V76,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W76,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X76,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y76,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z76,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA76,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V77,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W77,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X77,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y77,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z77,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA77,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V78,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W78,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X78,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y78,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z78,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA78,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V79,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W79,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X79,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y79,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z79,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA79,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V80,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W80,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X80,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y80,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z80,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA80,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V81,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W81,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X81,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y81,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z81,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA81,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V82,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W82,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X82,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y82,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z82,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA82,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V83,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W83,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X83,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y83,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z83,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA83,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V84,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
W84,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
X84,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Y84,UNCLASSIFIED,e3b0c44298fc1c149afb,,,,,
Z84,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
AA84,UNCLASSIFIED,e3b0c44298fc1c149afb,#DIV/0!,,,,
V85,UTILIZATION,b070dbb90878a1f60ba9,,,,"IFERROR(IF(AND(1/L85>$V$19,1/L85<=$W$19),1/L85,0),"""")","IFERROR(IF(AND(1/RC[-10]>R19C22,1/RC[-10]<=R19C23),1/RC[-10],0),"""")"
W85,UTILIZATION,de0a5dbfc5cc172602ba,,,,"IFERROR(IF(AND(1/L85>$W$19,1/L85<=$X$19),1/L85,0),"""")","IFERROR(IF(AND(1/RC[-11]>R19C23,1/RC[-11]<=R19C24),1/RC[-11],0),"""")"
X85,UTILIZATION,102bfd8013f27758e7c0,,,,"IFERROR(IF(AND(1/L85>$X$19,1/L85<=$Y$19),1/L85,0),"""")","IFERROR(IF(AND(1/RC[-12]>R19C24,1/RC[-12]<=R19C25),1/RC[-12],0),"""")"
Y85,UTILIZATION,2d4c8f3ea18940579bdf,,,,"IFERROR(IF(1/L85>$Y$19,1/L85,0),"""")","IFERROR(IF(1/RC[-13]>R19C25,1/RC[-13],0),"""")"
